text,label
FYI: someone on a free trial is completely locked out.,No
ASAP!!! a paid workspace has their whole workspace returning 403. Please fix this immediately!!!,Yes
Morning — a customer on the Business tier requests a training session for their new hires. Thanks.,No
Quick note: an account that never entered billing asks how to rotate their API key. Thanks.,No
EMERGENCY — a customer on the Scale tier gets an error on every click. This cannot wait!!!,Yes
FYI: a fully onboarded paying team cannot reach the API at all. Thanks.,Yes
TOP PRIORITY!!! someone still evaluating us gets an error on every click. I want an answer within the hour.,No
CRITICAL: a free-tier developer found a typo in the welcome email. We need this resolved NOW.,No
A non-paying user has every write rejected by the server. Happy to give more detail.,No
"Hi team, a team on an annual contract cannot complete login because the session dies instantly. Please advise.",Yes
A subscribed organisation has every API call fail. Please advise.,Yes
THIS IS A DISASTER — an unpaid pilot account asks how the billing cycle works. This cannot wait!!!,No
URGENT!!! a user who declined to upgrade has their dashboard permanently empty. Please fix this immediately!!!,No
ASAP!!! an account with no subscription thinks the dropdown animation is a bit slow. Please fix this immediately!!!,No
FYI: an evaluation account reports login fails in Internet Explorer 11 but works fine in Chrome. Thanks.,No
TOP PRIORITY!!! a trial org cannot reach the API at all. Please fix this immediately!!!,No
BLOCKER!!! a trial account asks whether German is on the roadmap. Please fix this immediately!!!,No
ESCALATE NOW: a customer with two hundred paid seats cannot reach the API at all. Escalate to your manager please!!!,Yes
Morning — a user who declined to upgrade reports login fails in Internet Explorer 11 but works fine in Chrome. Let us know when you can.,No
ASAP!!! a subscriber on the Growth plan has their whole workspace returning 403. Escalate to your manager please!!!,Yes
Morning — a customer on the Business tier has their entire tenant offline. Please advise.,Yes
PLEASE HELP URGENTLY — a subscribed organisation cannot use the product in any way. Escalate to your manager please!!!,Yes
MAJOR INCIDENT!!! our largest paying client cannot open any project. We need this resolved NOW.,Yes
"Hello, a proof-of-concept account has every integration call returning an error. No rush on our side.",No
SEV1: an account with no subscription requests a training session for their new hires. Please fix this immediately!!!,No
SEV1: a customer with two hundred paid seats says sync takes two minutes instead of one but finishes correctly. This cannot wait!!!,No
THIS IS A DISASTER — an account under a signed SLA sees a 502 on every single page. Escalate to your manager please!!!,Yes
ESCALATE NOW: a team on an annual contract cannot access any feature whatsoever. I want an answer within the hour.,Yes
HIGHEST PRIORITY! an unpaid pilot account spotted an extra space in the page title. We need this resolved NOW.,No
Quick note: a paid account holder has their entire tenant offline. Let us know when you can.,Yes
Morning — our premium customer cannot log in at all. No rush on our side.,Yes
FYI: someone on a free trial says the invoice PDF has the address on the wrong line. No rush on our side.,No
BLOCKER!!! an unlicensed account cannot log in at all. We need this resolved NOW.,No
"Hello, a proof-of-concept account cannot reach the API at all. Happy to give more detail.",No
CRITICAL: a commercial customer cannot load the workspace at all. Escalate to your manager please!!!,Yes
Morning — an account with an active subscription wants the success message to stay five seconds instead of three. Happy to give more detail.,No
Quick note: an account under a signed SLA reports login fails in Internet Explorer 11 but works fine in Chrome. Please advise.,No
MAJOR INCIDENT!!! a paid workspace cannot perform a single action. Escalate to your manager please!!!,Yes
"Hi team, our premium customer says sync takes two minutes instead of one but finishes correctly. Thanks.",No
EMERGENCY — a customer billed monthly has all exports failing at the first row. Escalate to your manager please!!!,Yes
EMERGENCY — a customer on the Business tier has their entire tenant offline. This cannot wait!!!,Yes
HIGHEST PRIORITY! a customer whose invoice cleared last week cannot use the product in any way. Escalate to your manager please!!!,Yes
THIS IS A DISASTER — a fully onboarded paying team is completely locked out.,Yes
Our largest paying client sees a blank page everywhere in the product.,Yes
ASAP!!! a licensed customer asks for a larger font in the sidebar. This cannot wait!!!,No
"Hi team, a free-plan customer has every integration call returning an error.",No
Morning — our long-standing paid client has every integration call returning an error. Let us know when you can.,Yes
Morning — our long-standing paid client is completely locked out.,Yes
A trial account cannot save anything at all. Happy to give more detail.,No
FYI: our premium customer has the app crash on launch every time. No rush on our side.,Yes
TOP PRIORITY!!! a fully onboarded paying team cannot open any project. I want an answer within the hour.,Yes
BLOCKER!!! a paid account holder cannot complete login because the session dies instantly.,Yes
Morning — an unlicensed account cannot perform a single action. Thanks.,No
MAJOR INCIDENT!!! a customer paying two thousand a month gets an error on every click.,Yes
Morning — a trial account has all their jobs failing immediately. Let us know when you can.,No
PLEASE HELP URGENTLY — a customer billed monthly cannot log in at all. Escalate to your manager please!!!,Yes
"Hi team, a user who declined to upgrade says the invoice PDF has the address on the wrong line. Let us know when you can.",No
Morning — our long-standing paid client has all their data unreachable. Thanks.,Yes
MAJOR INCIDENT!!! a free signup from yesterday suggests reordering the navigation menu. This cannot wait!!!,No
THIS IS A DISASTER — an unpaid pilot account cannot use the product in any way. Please fix this immediately!!!,No
Quick note: a Pro-plan subscriber cannot complete login because the session dies instantly. No rush on our side.,Yes
Morning — a customer on the Scale tier cannot reach the API at all. Thanks.,Yes
ESCALATE NOW: our long-standing paid client asks for the documentation in PDF form. We need this resolved NOW.,No
"Hi team, a lead trying the product requests a training session for their new hires. Let us know when you can.",No
HIGHEST PRIORITY! a subscribed organisation sees a blank page everywhere in the product. I want an answer within the hour.,Yes
PLEASE HELP URGENTLY — a customer with two hundred paid seats asks whether German is on the roadmap. I want an answer within the hour.,No
A customer on the Business tier cannot save anything at all. No rush on our side.,Yes
HIGHEST PRIORITY! a team on an annual contract cannot perform a single action.,Yes
ESCALATE NOW: our long-standing paid client cannot perform a single action. This cannot wait!!!,Yes
MAJOR INCIDENT!!! a customer paying two thousand a month has all their data unreachable. I want an answer within the hour.,Yes
An account under a signed SLA sees a blank page everywhere in the product. Happy to give more detail.,Yes
An account with an active subscription gets a timeout on every page. Let us know when you can.,Yes
A non-paying user would like the export file renamed. No rush on our side.,No
CRITICAL: someone still evaluating us prefers the spinner to rotate the other way. I want an answer within the hour.,No
THIS IS A DISASTER — an account under a signed SLA gets a 500 error on every request. Escalate to your manager please!!!,Yes
"Hello, a subscribed organisation has all their data unreachable. Thanks.",Yes
Morning — a free-tier user cannot open any project. Thanks.,No
CRITICAL: a customer whose invoice cleared last week has their dashboard permanently empty. I want an answer within the hour.,Yes
A commercial customer has all exports failing at the first row. No rush on our side.,Yes
"Hi team, our enterprise tenant reports login fails in Internet Explorer 11 but works fine in Chrome. Let us know when you can.",No
"Hi team, a user on the community tier gets a 500 error on every request. Please advise.",No
PLEASE HELP URGENTLY — our enterprise tenant cannot log in at all. This cannot wait!!!,Yes
Quick note: a paying customer says report generation is slow on huge datasets but completes. Thanks.,No
SEV1: a trial account is completely locked out. Please fix this immediately!!!,No
"Hi team, a licensed customer is stuck on an infinite loading spinner.",Yes
Our long-standing paid client has the app crash on launch every time. Happy to give more detail.,Yes
Morning — a customer on the Scale tier has all their jobs failing immediately. Let us know when you can.,Yes
ESCALATE NOW: a team on an annual contract gets an error on every click. This cannot wait!!!,Yes
"Hi team, a customer paying two thousand a month sees a 502 on every single page. Happy to give more detail.",Yes
BLOCKER!!! our long-standing paid client has their dashboard permanently empty. Please fix this immediately!!!,Yes
BLOCKER!!! a trial workspace found a typo in the welcome email. Please fix this immediately!!!,No
FYI: an enterprise customer says the button colour does not match their brand.,No
TOP PRIORITY!!! a demo account asks how to rotate their API key. We need this resolved NOW.,No
CRITICAL: an account with an active subscription cannot open any project. We need this resolved NOW.,Yes
Quick note: a fully onboarded paying team cannot load the workspace at all. Thanks.,Yes
ASAP!!! an evaluation account gets a maintenance page on every route. Please fix this immediately!!!,No
SEV1: an account with an active subscription cannot load the workspace at all. Escalate to your manager please!!!,Yes
Morning — a paid account holder has every API call fail. No rush on our side.,Yes
A trial workspace notes the tooltip is slightly cut off on wide screens. Let us know when you can.,No
URGENT!!! a trial account asks for the documentation in PDF form. Escalate to your manager please!!!,No
ASAP!!! our premium customer is completely locked out. This cannot wait!!!,Yes
Our enterprise tenant has every API call fail. Happy to give more detail.,Yes
ESCALATE NOW: a Business-plan organisation has all their data unreachable.,Yes
Quick note: a subscriber on the Growth plan has their whole workspace returning 403. Thanks.,Yes
FYI: a revenue-generating account notes the tooltip is slightly cut off on wide screens. No rush on our side.,No
THIS IS A DISASTER — a user whose trial has not converted wants to schedule a call about our roadmap.,No
"Hi team, a revenue-generating account has their dashboard permanently empty. Happy to give more detail.",Yes
FYI: one of our contracted accounts is completely locked out. No rush on our side.,Yes
EMERGENCY — an unpaid pilot account wants to schedule a call about our roadmap. I want an answer within the hour.,No
"Hello, someone still evaluating us says the export takes eight seconds but does finish. Let us know when you can.",No
PLEASE HELP URGENTLY — a paid account holder cannot log in at all.,Yes
ASAP!!! a demo account would like the export file renamed. Escalate to your manager please!!!,No
Morning — an account with zero paid seats reports a small rounding difference they can work around.,No
"Hi team, a user whose trial has not converted has their entire tenant offline. Happy to give more detail.",No
Our largest paying client cannot save anything at all.,Yes
BLOCKER!!! a subscribed organisation cannot save anything at all.,Yes
ASAP!!! a free-tier developer thinks the dropdown animation is a bit slow. I want an answer within the hour.,No
HIGHEST PRIORITY! the client who renewed last month cannot access any feature whatsoever. Escalate to your manager please!!!,Yes
TOP PRIORITY!!! an account that never entered billing gets a 500 error on every request. This cannot wait!!!,No
URGENT!!! a lead trying the product has every integration call returning an error. Please fix this immediately!!!,No
PLEASE HELP URGENTLY — an account with an active subscription is stuck on an infinite loading spinner. Escalate to your manager please!!!,Yes
Someone on our free-forever plan cannot authenticate through any method.,No
ASAP!!! a trial workspace reports the footer year is out of date. This cannot wait!!!,No
PLEASE HELP URGENTLY — the client who renewed last month would prefer a square avatar instead of a circle. We need this resolved NOW.,No
"Hi team, an unlicensed account has all their data unreachable. No rush on our side.",No
MAJOR INCIDENT!!! a user who has never paid gets a 500 error on every request. I want an answer within the hour.,No
URGENT!!! an account on our highest paid tier has the app crash on launch every time. I want an answer within the hour.,Yes
"Hello, a customer on the Business tier has every API call fail. No rush on our side.",Yes
THIS IS A DISASTER — a licensed customer reports login fails in Internet Explorer 11 but works fine in Chrome. I want an answer within the hour.,No
ESCALATE NOW: a revenue-generating account found a broken anchor link in the FAQ. This cannot wait!!!,No
URGENT!!! a Pro-plan subscriber cannot use the product in any way. Please fix this immediately!!!,Yes
"Hello, a commercial customer says report generation is slow on huge datasets but completes.",No
ESCALATE NOW: a fully onboarded paying team cannot load the workspace at all. This cannot wait!!!,Yes
Quick note: a Business-plan organisation thinks the dropdown animation is a bit slow. Please advise.,No
TOP PRIORITY!!! an account on our highest paid tier cannot authenticate through any method. I want an answer within the hour.,Yes
"Hello, a proof-of-concept account asks for a discount on their renewal. Please advise.",No
TOP PRIORITY!!! a customer billed monthly has their dashboard permanently empty. I want an answer within the hour.,Yes
THIS IS A DISASTER — a paid workspace cannot reach any of their data. We need this resolved NOW.,Yes
ESCALATE NOW: an unpaid pilot account has their whole workspace returning 403. Escalate to your manager please!!!,No
Quick note: a commercial customer has their whole workspace returning 403. Please advise.,Yes
Quick note: a customer with two hundred paid seats would like email digests weekly instead of daily. No rush on our side.,No
"Hi team, an enterprise customer cannot open any project. Please advise.",Yes
Morning — a customer paying two thousand a month requests a training session for their new hires. Thanks.,No
MAJOR INCIDENT!!! an account under a signed SLA has their entire tenant offline. Please fix this immediately!!!,Yes
Morning — a user on the community tier cannot use the product in any way. Let us know when you can.,No
BLOCKER!!! a free workspace is completely locked out. I want an answer within the hour.,No
TOP PRIORITY!!! a user on the community tier has all their data unreachable. Please fix this immediately!!!,No
Morning — our enterprise tenant has their whole workspace returning 403. Please advise.,Yes
Morning — a team on an annual contract wants the success message to stay five seconds instead of three. Let us know when you can.,No
SEV1: a customer on the Business tier gets a 500 error on every request. Please fix this immediately!!!,Yes
A customer with two hundred paid seats asks how to rotate their API key. Happy to give more detail.,No
CRITICAL: an account under a signed SLA has all their jobs failing immediately. This cannot wait!!!,Yes
Quick note: a paid workspace has all exports failing at the first row. No rush on our side.,Yes
"Hi team, a proof-of-concept account has every write rejected by the server.",No
An enterprise customer has their entire tenant offline.,Yes
Quick note: a customer on the Scale tier gets an error on every click. Let us know when you can.,Yes
HIGHEST PRIORITY! a paying customer has every API call fail.,Yes
EMERGENCY — someone still evaluating us has their whole workspace returning 403. Escalate to your manager please!!!,No
Our premium customer gets a 500 error on every request. Happy to give more detail.,Yes
HIGHEST PRIORITY! a Pro-plan subscriber notes the tooltip is slightly cut off on wide screens.,No
Morning — an account with zero paid seats wants to schedule a call about our roadmap. No rush on our side.,No
"Hi team, a commercial customer would like the export file renamed. Please advise.",No
Morning — a paying customer cannot perform a single action. Let us know when you can.,Yes
Quick note: an unpaid pilot account would like a CSV export added next quarter. Thanks.,No
An account with zero paid seats cannot use the product in any way. Please advise.,No
HIGHEST PRIORITY! a paid workspace asks for a larger font in the sidebar.,No
Morning — a subscriber on the Growth plan would like a CSV export added next quarter. Let us know when you can.,No
HIGHEST PRIORITY! a paid account holder has every integration call returning an error. Please fix this immediately!!!,Yes
Quick note: a revenue-generating account gets an error on every click.,Yes
"Hello, a commercial customer asks whether German is on the roadmap. Happy to give more detail.",No
HIGHEST PRIORITY! a customer whose invoice cleared last week cannot upload any file.,Yes
EMERGENCY — a free-tier developer cannot use the product in any way. Escalate to your manager please!!!,No
PLEASE HELP URGENTLY — a customer with two hundred paid seats has their whole workspace returning 403. We need this resolved NOW.,Yes
MAJOR INCIDENT!!! a user who declined to upgrade has all exports failing at the first row. Please fix this immediately!!!,No
A commercial customer would like a CSV export added next quarter. Happy to give more detail.,No
FYI: an account with an active subscription has their entire tenant offline. No rush on our side.,Yes
ESCALATE NOW: a customer billed monthly gets an error on every click. I want an answer within the hour.,Yes
URGENT!!! a commercial customer thinks the dropdown animation is a bit slow. Escalate to your manager please!!!,No
EMERGENCY — a free-tier user spotted an extra space in the page title. Escalate to your manager please!!!,No
Quick note: a free-plan customer asks whether German is on the roadmap. No rush on our side.,No
CRITICAL: a prospect on the free plan suggests reordering the navigation menu. We need this resolved NOW.,No
EMERGENCY — a proof-of-concept account asks for the documentation in PDF form. Escalate to your manager please!!!,No
SEV1: a Pro-plan subscriber gets an error on every click. This cannot wait!!!,Yes
A user who has never paid has their entire tenant offline. Thanks.,No
ESCALATE NOW: someone on our free-forever plan prefers the spinner to rotate the other way.,No
FYI: a customer with two hundred paid seats says the export takes eight seconds but does finish. Happy to give more detail.,No
FYI: a team on an annual contract gets a maintenance page on every route. No rush on our side.,Yes
Quick note: a customer whose invoice cleared last week cannot perform a single action. Please advise.,Yes
HIGHEST PRIORITY! a revenue-generating account has all their jobs failing immediately. Escalate to your manager please!!!,Yes
Morning — a demo account cannot authenticate through any method. Let us know when you can.,No
SEV1: an account with zero paid seats requests a training session for their new hires.,No
ASAP!!! an account with an active subscription reports a small rounding difference they can work around.,No
FYI: someone still evaluating us requests a training session for their new hires. Let us know when you can.,No
EMERGENCY — a licensed customer cannot upload any file.,Yes
An account on our highest paid tier has the app crash on launch every time. No rush on our side.,Yes
FYI: our largest paying client cannot log in at all. Happy to give more detail.,Yes
ESCALATE NOW: a trial org is stuck on an infinite loading spinner. Escalate to your manager please!!!,No
Morning — a Business-plan organisation asks for the documentation in PDF form. Let us know when you can.,No
EMERGENCY — a trial workspace has all their jobs failing immediately. Escalate to your manager please!!!,No
Morning — a customer with two hundred paid seats cannot open any project.,Yes
CRITICAL: an account under a signed SLA is completely locked out. We need this resolved NOW.,Yes
PLEASE HELP URGENTLY — a licensed customer cannot authenticate through any method. This cannot wait!!!,Yes
"Hi team, our enterprise tenant cannot save anything at all. No rush on our side.",Yes
"Hello, a commercial customer cannot reach the API at all. Happy to give more detail.",Yes
The client who renewed last month cannot perform a single action. Please advise.,Yes
